15	No updates between files
14	Identical code in review
15	No edits detected noted
15	No modification detected
15	No differences seen
15	No differences in the analysis
15	No discrepancies were found
15	No alterations at all
15	No edits detected in the analysis
15	No difference in the analysis
15	No alterations in the analysis
15	Identical files in comparison
15	Nothing changed in the analysis
15	No diff in comparison
15	No detected changes in the analysis
15	No updates in comparison
15	No edits detected were found
15	No difference in the analysis
15	No modification detected after comparison
15	Nothing changed in the analysis
15	No modification detected in the diff
15	Files are the same in review
15	No change observed
15	No alterations when comparing
15	No updates at all
15	No detected changes in the analysis
15	No updates between files
15	No detected changes in comparison
15	No discrepancies in comparison
15	Same before and after in the diff
15	No alterations in the diff
15	No variations detected
14	Same before and after when comparing
15	No change at all
15	No change seen
15	Identical files in the analysis
15	No differences were found
15	No detected changes noted
15	No file modifications between files
15	No variations detected
15	No detected changes confirmed
15	No change when comparing
15	No discrepancies seen
15	No detected changes were found
15	Unchanged content were found
14	Identical code when comparing
15	Identical files in the analysis
15	Unchanged content
15	No edits detected in the diff
15	No variations in review
15	No edits detected confirmed
14	Identical code observed
15	No updates detected
14	Identical code when comparing
15	No diff confirmed
14	Identical code
15	No modification detected in review
15	Files are the same between files
15	Unchanged content seen
15	No difference seen
15	No changes found
14	Identical code in review
15	Files are the same detected
15	No changes found noted
15	No change
14	Identical code after comparison
15	Nothing changed noted
15	No updates seen
15	Unchanged content in comparison
15	No edits detected seen
15	No alterations after comparison
15	Files are the same detected
15	No discrepancies confirmed
14	Identical code at all
15	No detected changes seen
15	No alterations
15	No variations found between files
15	No variations found detected
15	No edits detected in comparison
15	No discrepancies seen
15	No edits detected confirmed
15	No detected changes confirmed
15	No discrepancies seen
15	No detected changes when comparing
15	No modification detected detected
15	No variations detected
15	No difference noted
15	Nothing changed when comparing
15	No variations found
15	No modification detected
15	No variations found were found
15	No diff in comparison
15	Nothing changed in the analysis
15	Identical files in the diff
15	No change seen
15	No modification detected were found
15	Files are the same were found
15	No discrepancies in review
15	No variations found in review
15	Nothing changed when comparing
15	No modification detected when comparing
15	Unchanged content seen
15	No variations found between files
15	No file modifications in the diff
15	No alterations observed
15	No updates seen
15	No changes found seen
15	No detected changes between files
14	Identical code noted
15	No edits detected after comparison
15	No modification detected noted
15	No differences when comparing
15	No alterations when comparing
15	Identical files in the analysis
15	No differences observed
15	No updates in review
15	Nothing changed were found
15	Identical files noted
15	No diff observed
15	No variations found confirmed
15	No changes found in the analysis
15	Nothing changed when comparing
14	Same before and after
15	No differences observed
15	Nothing changed in the analysis
15	No diff
15	Identical files in comparison
15	Identical files in the analysis
15	No file modifications in review
15	No variations found between files
15	No changes found observed
15	No variations found after comparison
15	No variations noted
15	No diff noted
15	No modification detected at all
15	Identical files in review
15	No diff confirmed
15	No detected changes detected
14	Same before and after observed
15	Unchanged content seen
15	No discrepancies
15	No variations confirmed
15	No edits detected were found
15	Nothing changed in review
15	No variations between files
15	No variations found confirmed
15	No diff in comparison
15	No file modifications seen
15	No change were found
15	No alterations detected
15	Identical files observed
15	No file modifications in review
15	No file modifications between files
15	No change after comparison
15	No discrepancies were found
15	Nothing changed noted
15	No file modifications after comparison
14	Identical code when comparing
14	Identical code were found
15	Nothing changed confirmed
15	No diff in comparison
15	No variations found seen
15	Unchanged content between files
15	No updates in the analysis
14	Identical code after comparison
15	No variations found noted
15	No change seen
15	Same before and after were found
15	No discrepancies when comparing
15	No variations were found
15	No changes found in review
15	No changes found were found
15	No file modifications in comparison
15	No file modifications observed
15	No edits detected when comparing
15	No variations seen
15	Same before and after in review
15	No difference in review
15	No differences after comparison
15	No variations found when comparing
14	Identical code in the diff
15	Nothing changed after comparison
15	No differences in comparison
15	No variations in the analysis
15	Nothing changed in review
15	No variations found when comparing
14	Identical code
15	No edits detected detected
15	No alterations detected
15	No file modifications between files
15	No variations found when comparing
15	No variations found after comparison
15	Unchanged content were found
15	No change noted
15	No modification detected noted
15	Nothing changed in the analysis
15	Identical files noted
15	Files are the same in review
15	No modification detected
14	Same before and after detected
15	No detected changes detected
15	Nothing changed between files
15	No updates in the diff
15	No alterations when comparing
14	Same before and after
15	No diff in comparison
14	Same before and after after comparison
15	No differences in comparison
14	Identical code in comparison
15	No alterations at all
15	Identical files
15	Unchanged content confirmed
15	Nothing changed were found
15	No updates in the analysis
15	Unchanged content seen
15	Unchanged content in the diff
15	No changes found in the analysis
15	No detected changes confirmed
15	No updates in the analysis
15	No change observed
15	No alterations in comparison
15	No edits detected in the analysis
15	No discrepancies observed
15	Nothing changed in the analysis
15	No diff at all
15	No discrepancies
15	Files are the same observed
15	No discrepancies seen
15	No alterations confirmed
15	No edits detected seen
15	No modification detected after comparison
14	Identical code seen
15	No detected changes detected
15	No alterations when comparing
15	No difference detected
15	Identical files when comparing
15	Files are the same observed
15	No updates in review
15	Files are the same confirmed
15	Identical files in review
15	No differences at all
14	Identical code
15	No detected changes confirmed
15	No file modifications detected
14	Same before and after between files
15	No changes found confirmed
15	No updates detected
15	No difference in review
15	Nothing changed detected
15	No modification detected at all
15	No file modifications between files
15	No file modifications when comparing
15	Nothing changed at all
15	No detected changes in the analysis
14	Identical code after comparison
15	Files are the same at all
15	Same before and after confirmed
15	No updates were found
15	Identical files at all
15	No edits detected observed
15	No differences in comparison
15	No edits detected noted
14	Same before and after
15	No variations between files
15	No difference were found
15	No difference
15	No differences noted
14	Same before and after observed
15	No change seen
15	No modification detected in review
15	No differences after comparison
15	No edits detected observed
15	No discrepancies
15	No difference in the analysis
15	No change when comparing
15	No edits detected detected
14	Identical code in the analysis
15	No variations between files
15	Unchanged content noted
15	Unchanged content in the diff
15	Unchanged content at all
15	No detected changes after comparison
15	Identical files noted
14	Same before and after in comparison
15	No alterations at all
15	No change
15	No detected changes seen
15	No alterations between files
15	Unchanged content seen
14	Identical code seen
15	No variations found between files
15	No change detected
15	Same before and after confirmed
15	No file modifications
15	No modification detected noted
15	Nothing changed in review
15	No variations found
15	No changes found detected
15	No variations detected
15	No variations noted
14	Identical code seen
15	No alterations in comparison
15	Identical files in the diff
15	No file modifications confirmed
15	No variations found when comparing
15	No diff
15	No difference in the diff
14	Same before and after
15	No difference in review
15	No file modifications when comparing
15	No variations at all
14	Identical code in review
14	Identical code between files
14	Same before and after when comparing
15	No file modifications seen
15	No difference in review
14	Same before and after between files
15	No alterations noted
15	No detected changes confirmed
15	No variations found in the diff
15	No alterations in the analysis
15	Files are the same detected
15	No variations observed
15	No variations were found
15	No differences detected
15	No difference in comparison
15	No file modifications in comparison
14	Identical code in review
15	No file modifications observed
15	No discrepancies seen
15	No file modifications observed
15	Unchanged content when comparing
15	No detected changes at all
15	No discrepancies in the diff
15	No differences at all
15	No alterations between files
15	Nothing changed in comparison
15	No variations found between files
15	No diff noted
15	No diff confirmed
15	No detected changes observed
15	No variations seen
15	No change when comparing
15	No difference were found
15	No alterations detected
15	No modification detected confirmed
15	No file modifications between files
15	No modification detected in the diff
15	No variations found noted
15	No variations found at all
15	No changes found in the analysis
15	No differences detected
14	Identical code detected
15	No difference detected
15	No discrepancies after comparison
15	Files are the same were found
15	No discrepancies in the diff
15	No updates between files
15	Files are the same when comparing
15	No differences observed
15	No file modifications in comparison
15	No updates detected
15	No edits detected in the diff
15	Nothing changed in comparison
14	Identical code seen
15	Nothing changed
15	Unchanged content when comparing
15	No detected changes in the analysis
15	Nothing changed noted
14	Identical code seen
15	No changes found observed
15	No change in comparison
15	No variations between files
15	No diff when comparing
15	Identical files after comparison
15	No modification detected in comparison
15	No edits detected seen
15	Identical files in review
15	Same before and after in the analysis
15	No detected changes observed
15	No difference in comparison
15	No file modifications were found
15	Same before and after in the analysis
15	Same before and after in the diff
15	skipped - no patch
15	no diff
15	no diff
15	no diff
15	no diff
15	empty diff
15	no diff
15	no diff
15	no diff
15	no diff
15	no diff
15	no diff
15	no diff
15	empty diff
15	no diff
15	no diff
15	empty diff
15	empty diff
15	identical
15	no changes
15	skipped - no patch
15	no diff
15	nothing changed
15	no diff
15	nothing changed
15	nothing changed
15	nothing changed
15	No change
15	No change
15	No changes? Could not find any changes in the diff
15	No changes? Could not find any changes in the diff
15	No change
15	No change
15	No change
15	folder missing
15	no diff
15	folder missing
15	folder missing
15	folder missing
2	Modified a comment (add/remove/edit)
12	inserted comments
12	added comments (start/end of implementation)
2	Added meaningless comments (line 1,2,3)
2	Replaced comments with new ones stating the obvious;
12	pointless comment added ("implementation 1:")
2	Added a comment which says nothing ("this is a multiline comment")
2	other comment
2	one deletes a comment
2	add comment
2	replaced comments
2	add comment block
2	commented
2	no functional difference (deleted comment)
2	deleted comment
2	del comment
2	added comments
2	Modified a comment (add/remove/edit)
2	added comment
2	Just comment(s) added
2	Just added useless comments
12	Adds also a comment that it is assuming the getter exists
2	Removes the comment about scaling.
2	adds a comment
2	Added mostly a lot of comments
2	Added a comment
2	add  a comment explaining it
2	Edit a comment
2	Added a comment
2	Adds a space to a comment + adds new comment
2	Adss 2 comments
2	Modified a comment (add/remove/edit)
2	Added comments
12	Added a comment explaining the method
2	Modified a comment (add/remove/edit)
2	Remove comments as it is clear what it does
2	replace comment
12	inject comments
12	No functional difference (deleted comment) in the method description
2	Replaced a comment with another explaining the logic
2	Removed a comment which says nothing
2	Modified a comment (add/remove/edit) stating the obvious
2	Just comment(s) added stating the obvious
2	Modified a comment (add/remove/edit) for clarification
2	Modified a comment (add/remove/edit) which was unnecessary
2	Removed a comment about scaling
12	Replaced a comment with another assuming the getter exists
2	Deleted comment to be more explicit
2	Replaced comments about scaling
12	Updated comment assuming the getter exists
2	Add comment block to be more explicit
12	Replaced a comment with another assuming the getter exists
2	Removed a comment not needed anymore
12	Injected comments which says nothing
12	Replaced comments assuming the getter exists
2	Replaced a comment with another about scaling
12	Edited comment about implementation
12	Inserted comments to be more explicit
2	Added mostly a lot of comments to be more explicit
12	Changed comment wording at the start of the function
2	Pointless comment added stating the obvious
12	Modified a comment (add/remove/edit) at the start of the function
2	Added a comment which says nothing which was unnecessary
12	Inserted comments which says nothing
2	Deleted comment for better readability
12	Replaced comments at the start of the function
12	No functional difference (deleted comment) about implementation
12	No functional difference (deleted comment) assuming the getter exists
12	Added comments assuming the getter exists
2	Adjusted comments for clarity for better readability
12	Just comment(s) added at the start of the function
2	Replaced a comment with another which was unnecessary
2	Just comment(s) added
2	Added meaningless comments about scaling
12	Added comments about implementation
2	Removed a comment which was unnecessary
2	Removed a comment which says nothing
12	Injected comments which says nothing
12	Added comments at the start of the function
2	Changed comment wording for better readability
2	Edited comment about scaling
12	Replaced comments assuming the getter exists
12	Inserted comments to be more explicit
12	Modified a comment (add/remove/edit) at the start of the function
12	Removed a comment at the start of the function
2	Adjusted comments for clarity explaining the logic
12	Added meaningless comments assuming the getter exists
2	Adjusted comments for clarity to be more explicit
2	Add comment block explaining the logic
12	Added a comment which says nothing at the end of the function
2	Just comment(s) added
2	Added a comment explaining it for clarification
2	Removed a comment explaining the logic
12	Add comment block at the start of the function
2	Added mostly a lot of comments which says nothing
2	Replaced comments which was unnecessary
2	Added meaningless comments
12	Added a comment explaining it about implementation
12	Edited comment about implementation
12	Inserted comments at the start of the function
2	Just comment(s) added about scaling
2	Removed a comment for better readability
2	Replaced a comment with another
12	Injected comments explaining the logic
2	Removed a comment about scaling
2	Added a comment which says nothing which was unnecessary
2	Modified a comment (add/remove/edit) which says nothing
2	Add comment block explaining the logic
2	Edited comment which says nothing
2	Added a comment explaining it about scaling
12	Edited comment at the start of the function
12	Added a comment which says nothing at the start of the function
2	Just comment(s) added for better readability
2	Added mostly a lot of comments about implementation
12	Deleted comment at the start of the function
2	Inserted comments for clarification
2	Inserted comments about scaling
2	Added a comment which says nothing not needed anymore
12	Injected comments at the start of the function
12	Injected comments about scaling
2	Adjusted comments for clarity explaining the logic
2	Modified a comment (add/remove/edit) which says nothing
2	Edited comment which was unnecessary
2	Pointless comment added
2	Added mostly a lot of comments which says nothing
12	Injected comments assuming the getter exists
12	Added mostly a lot of comments at the start of the function
2	Modified a comment (add/remove/edit) explaining the logic
2	Added a comment which says nothing which says nothing
2	Deleted comment
2	Added a comment which says nothing to be more explicit
12	Replaced a comment with another about implementation
12	Adjusted comments for clarity at the end of the function
2	Replaced a comment with another to be more explicit
2	Modified a comment (add/remove/edit)
2	Replaced a comment with another explaining the logic
2	Removed a comment explaining the logic
2	Add comment block explaining the logic
2	Replaced comments not needed anymore
2	Added mostly a lot of comments which says nothing
12	Added comments assuming the getter exists
2	Inserted comments explaining the logic
2	Replaced a comment with another for better readability
12	Just comment(s) added about implementation
12	Added a comment explaining it at the end of the function
12	Injected comments not needed anymore
12	Add comment block at the start of the function
2	Added mostly a lot of comments stating the obvious
12	Adjusted comments for clarity in the method description
12	Modified a comment (add/remove/edit) at the end of the function
2	Updated comment
12	Added a comment which says nothing about implementation
12	Adjusted comments for clarity in the method description
12	Replaced comments in the method description
2	Added comments to be more explicit
2	Changed comment wording not needed anymore
2	Added a comment which says nothing stating the obvious
2	Replaced a comment with another for better readability
12	Injected comments about scaling
12	Injected comments to be more explicit
12	Edited comment at the end of the function
12	Added a comment explaining it at the end of the function
12	Edited comment at the end of the function
2	Inserted comments which was unnecessary
2	No functional difference (deleted comment) for better readability
12	Added comments in the method description
2	Pointless comment added stating the obvious
2	Just comment(s) added
2	Inserted comments for clarification
2	Removed a comment to be more explicit
2	Adjusted comments for clarity for clarification
2	Added mostly a lot of comments which says nothing
2	Pointless comment added about scaling
12	Injected comments for better readability
2	Added meaningless comments
2	Added a comment which says nothing explaining the logic
12	Removed a comment assuming the getter exists
12	Removed a comment in the method description
12	Added mostly a lot of comments at the end of the function
2	Deleted comment
12	Added meaningless comments about implementation
2	Adjusted comments for clarity about implementation
2	Just comment(s) added not needed anymore
12	Inserted comments assuming the getter exists
12	Added meaningless comments at the end of the function
12	Modified a comment (add/remove/edit) in the method description
2	Changed comment wording which was unnecessary
12	Deleted comment at the start of the function
2	Added comments stating the obvious
2	Removed a comment not needed anymore
2	Added comments explaining the logic
12	No functional difference (deleted comment) about implementation
2	Added a comment explaining it which says nothing
2	Added meaningless comments for better readability
2	Replaced comments for better readability
2	No functional difference (deleted comment) which says nothing
12	Replaced a comment with another assuming the getter exists
2	Updated comment for clarification
2	Changed comment wording which says nothing
12	Adjusted comments for clarity in the method description
12	Inserted comments at the start of the function
12	Inserted comments about implementation
12	Adjusted comments for clarity assuming the getter exists
2	Added comments to be more explicit
2	Adjusted comments for clarity to be more explicit
12	Injected comments at the end of the function
12	Added mostly a lot of comments at the start of the function
12	Inserted comments at the end of the function
12	Add comment block at the start of the function
2	No functional difference (deleted comment) which was unnecessary
2	Modified a comment (add/remove/edit) which says nothing
2	Removed a comment for clarification
2	Replaced comments about scaling
2	Added a comment which says nothing not needed anymore
2	Replaced a comment with another for clarification
2	Adjusted comments for clarity for better readability
2	Changed comment wording for better readability
2	Pointless comment added to be more explicit
12	Injected comments not needed anymore
2	Added a comment explaining it stating the obvious
12	Updated comment at the end of the function
2	Replaced comments about scaling
2	Changed comment wording for better readability
2	Add comment block about scaling
2	Just comment(s) added about scaling
2	Adjusted comments for clarity explaining the logic
2	Added mostly a lot of comments stating the obvious
2	No functional difference (deleted comment) explaining the logic
12	Adjusted comments for clarity at the end of the function
2	Added a comment explaining it stating the obvious
12	Modified a comment (add/remove/edit) assuming the getter exists
12	Inserted comments in the method description
2	Add comment block stating the obvious
2	Just comment(s) added which was unnecessary
12	Add comment block in the method description
12	Edited comment in the method description
12	Just comment(s) added about implementation
2	Added comments which was unnecessary
12	Added mostly a lot of comments in the method description
2	No functional difference (deleted comment) about scaling
2	No functional difference (deleted comment) about scaling
2	Added comments for clarification
2	Add comment block for better readability
2	Updated comment about scaling
2	Removed a comment to be more explicit
2	Pointless comment added explaining the logic
2	Added meaningless comments stating the obvious
2	Adjusted comments for clarity which was unnecessary
2	No functional difference (deleted comment) which says nothing
2	Changed comment wording explaining the logic
12	Added meaningless comments at the end of the function
2	Changed comment wording about scaling
12	Added comments assuming the getter exists
12	Added comments in the method description
2	Updated comment explaining the logic
12	Inserted comments about implementation
12	Modified a comment (add/remove/edit) at the start of the function
2	Just comment(s) added which says nothing
2	Just comment(s) added about scaling
12	Injected comments stating the obvious
2	Just comment(s) added which was unnecessary
12	Just comment(s) added assuming the getter exists
2	Replaced comments stating the obvious
12	Deleted comment about implementation
2	Added comments for clarification
2	Adjusted comments for clarity which was unnecessary
2	Added meaningless comments stating the obvious
2	Adjusted comments for clarity for better readability
2	No functional difference (deleted comment) not needed anymore
12	Added comments about implementation
12	Added meaningless comments about implementation
2	Just comment(s) added explaining the logic
12	Added a comment which says nothing assuming the getter exists
2	Modified a comment (add/remove/edit) not needed anymore
2	Replaced a comment with another about scaling
12	Just comment(s) added assuming the getter exists
2	Added meaningless comments not needed anymore
2	Changed comment wording which was unnecessary
2	Edited comment which was unnecessary
12	Add comment block at the start of the function
2	Added meaningless comments which was unnecessary
2	Pointless comment added which was unnecessary
12	Replaced comments assuming the getter exists
2	Replaced comments
2	Replaced a comment with another not needed anymore
2	Updated comment for clarification
2	Updated comment explaining the logic
2	Just comment(s) added explaining the logic
2	No functional difference (deleted comment)
12	Removed a comment at the end of the function
2	Updated comment for better readability
2	Removed a comment which says nothing
2	Deleted comment about scaling
12	Modified a comment (add/remove/edit) assuming the getter exists
2	Added meaningless comments which was unnecessary
2	Added mostly a lot of comments for better readability
2	Added comments explaining the logic
12	Added mostly a lot of comments in the method description
12	No functional difference (deleted comment) at the start of the function
12	Injected comments explaining the logic
12	Replaced comments about implementation
2	Edited comment stating the obvious
12	Added a comment explaining it in the method description
2	Edited comment which says nothing
2	Removed a comment not needed anymore
2	Added mostly a lot of comments not needed anymore
2	Removed a comment stating the obvious
2	Pointless comment added which says nothing
2	Added mostly a lot of comments about scaling
2	Added meaningless comments for clarification
2	Pointless comment added about scaling
12	Edited comment in the method description
2	Added a comment explaining it to be more explicit
12	Pointless comment added at the start of the function
2	Adjusted comments for clarity to be more explicit
2	Add comment block not needed anymore
12	Added meaningless comments at the start of the function
2	Just comment(s) added about scaling
2	Added meaningless comments
2	Replaced a comment with another
12	Changed comment wording in the method description
2	Edited comment for better readability
2	Removed a comment not needed anymore
2	Edited comment which says nothing
2	Replaced comments stating the obvious
2	Added mostly a lot of comments to be more explicit
2	Updated comment explaining the logic
12	Added comments at the end of the function
12	No functional difference (deleted comment) at the start of the function
2	Just comment(s) added which was unnecessary
12	Inserted comments for better readability
12	Modified a comment (add/remove/edit) assuming the getter exists
12	Edited comment at the end of the function
2	Add comment block stating the obvious
2	Replaced comments which was unnecessary
12	Injected comments not needed anymore
2	Pointless comment added which says nothing
12	Replaced a comment with another at the start of the function
2	Edited comment which was unnecessary
12	Just comment(s) added assuming the getter exists
2	Added comments stating the obvious
2	Just comment(s) added
2	Modified a comment (add/remove/edit) not needed anymore
12	Injected comments at the start of the function
12	Added a comment explaining it in the method description
12	Adjusted comments for clarity at the start of the function
2	Deleted comment not needed anymore
2	Added comments to be more explicit
2	Added meaningless comments explaining the logic
2	Replaced comments explaining the logic
12	Just comment(s) added in the method description
2	Replaced a comment with another not needed anymore
2	Updated comment not needed anymore
2	Added mostly a lot of comments for clarification
12	Injected comments assuming the getter exists
12	Just comment(s) added at the end of the function
2	Added comments explaining the logic
2	Added a comment which says nothing explaining the logic
12	No functional difference (deleted comment) in the method description
2	Just comment(s) added about scaling
2	No functional difference (deleted comment) explaining the logic
2	Removed a comment explaining the logic
12	Adjusted comments for clarity at the end of the function
2	Added mostly a lot of comments about implementation
12	Deleted comment assuming the getter exists
12	Just comment(s) added at the end of the function
12	Replaced a comment with another in the method description
12	Removed a comment at the start of the function
12	No functional difference (deleted comment) in the method description
2	Added meaningless comments which was unnecessary
12	Injected comments stating the obvious
2	Deleted comment which was unnecessary
2	Adjusted comments for clarity stating the obvious
2	Inserted comments stating the obvious
2	Removed a comment about scaling
12	No functional difference (deleted comment) at the end of the function
2	Replaced comments stating the obvious
2	No functional difference (deleted comment) explaining the logic
2	Pointless comment added for clarification
12	Modified a comment (add/remove/edit) at the start of the function
12	Injected comments
12	Injected comments to be more explicit
12	Added a comment which says nothing assuming the getter exists
12	Add comment block assuming the getter exists
2	Add comment block explaining the logic
2	Adjusted comments for clarity which says nothing
2	Changed comment wording not needed anymore
2	Add comment block stating the obvious
2	Added a comment which says nothing for better readability
2	Added a comment which says nothing about scaling
2	Add comment block about scaling
2	Updated comment for clarification
12	No functional difference (deleted comment) at the end of the function
2	Added a comment explaining it to be more explicit
12	Modified a comment (add/remove/edit) at the end of the function
12	Replaced a comment with another in the method description
12	Injected comments about implementation
2	Added comments not needed anymore
12	Changed comment wording assuming the getter exists
2	Replaced comments
2	Changed comment wording not needed anymore
2	Changed comment wording which was unnecessary
2	Just comment(s) added for clarification
2	Deleted comment to be more explicit
2	Replaced a comment with another
12	Added comments assuming the getter exists
2	Added a comment explaining it explaining the logic
2	Added comments to be more explicit
2	Added meaningless comments for better readability
12	Injected comments to be more explicit
2	Add comment block stating the obvious
2	Replaced a comment with another not needed anymore
12	Deleted comment assuming the getter exists
2	Replaced comments not needed anymore
12	Injected comments to be more explicit
2	Add comment block
12	Added mostly a lot of comments at the end of the function
12	Updated comment about implementation
2	No functional difference (deleted comment) for better readability
2	Adjusted comments for clarity not needed anymore
12	Edited comment at the start of the function
2	Changed comment wording to be more explicit
12	Added meaningless comments assuming the getter exists
2	Inserted comments stating the obvious
2	No functional difference (deleted comment) not needed anymore
12	Injected comments at the start of the function
12	Add comment block at the start of the function
12	Changed comment wording at the end of the function
12	Added meaningless comments in the method description
12	Changed comment wording assuming the getter exists
2	Deleted comment to be more explicit
2	Edited comment to be more explicit
12	Add comment block about implementation
12	Added comments assuming the getter exists
2	Inserted comments stating the obvious
12	Added a comment which says nothing at the end of the function
2	Modified a comment (add/remove/edit) stating the obvious
12	Removed a comment at the start of the function
12	Removed a comment in the method description
12	Added a comment explaining it about implementation
12	Added comments at the end of the function
2	Edited comment explaining the logic
2	Replaced a comment with another which was unnecessary
12	Added meaningless comments about implementation
2	Add comment block which says nothing
12	Just comment(s) added about implementation
2	Just comment(s) added about scaling
12	Inserted comments which says nothing
12	Deleted comment at the start of the function
12	Replaced a comment with another at the start of the function
2	Added mostly a lot of comments about scaling
2	Adjusted comments for clarity which was unnecessary
12	Changed comment wording assuming the getter exists
12	Added meaningless comments at the end of the function
2	Added a comment explaining it which says nothing
12	No functional difference (deleted comment) assuming the getter exists
2	Add comment block which was unnecessary
12	Changed comment wording at the start of the function
12	Added meaningless comments assuming the getter exists
2	Replaced comments stating the obvious
12	Added comments in the method description
12	Inserted comments
2	Just comment(s) added to be more explicit
2	Added a comment which says nothing stating the obvious
2	Replaced a comment with another explaining the logic
2	Adjusted comments for clarity about scaling
12	Modified a comment (add/remove/edit) about implementation
12	Injected comments which was unnecessary
2	Add comment block not needed anymore
2	Changed comment wording explaining the logic
2	Just comment(s) added to be more explicit
12	Added comments assuming the getter exists
12	Injected comments
2	Added a comment which says nothing for clarification
12	Replaced comments in the method description
2	Changed comment wording about scaling
2	Added meaningless comments about scaling
2	Inserted comments stating the obvious
12	Replaced comments at the start of the function
12	Replaced a comment with another at the start of the function
12	Injected comments at the start of the function
2	Adjusted comments for clarity about scaling
12	Modified a comment (add/remove/edit) at the end of the function
2	Modified a comment (add/remove/edit) about scaling
12	Add comment block about implementation
2	Added a comment which says nothing to be more explicit
2	Add comment block not needed anymore
2	No functional difference (deleted comment)
2	Added meaningless comments not needed anymore
12	Added a comment explaining it at the start of the function
12	Changed comment wording in the method description
2	Modified a comment (add/remove/edit) to be more explicit
2	Deleted comment
12	Added comments at the start of the function
12	Adjusted comments for clarity assuming the getter exists
12	Added mostly a lot of comments at the end of the function
2	Removed a comment not needed anymore
2	Replaced comments
2	Removed a comment not needed anymore
2	Added mostly a lot of comments
12	Inserted comments at the end of the function
12	Add comment block at the start of the function
2	Adjusted comments for clarity not needed anymore
2	Removed a comment
12	Changed comment wording at the start of the function
12	Replaced comments assuming the getter exists
12	Added a comment which says nothing assuming the getter exists
2	Add comment block about scaling
2	Pointless comment added which says nothing
12	Edited comment at the start of the function
2	Added mostly a lot of comments not needed anymore
2	Added a comment explaining it for better readability
2	Adjusted comments for clarity explaining the logic
2	Added a comment which says nothing not needed anymore
2	Adjusted comments for clarity
2	Add comment block for clarification
12	Added comments assuming the getter exists
12	Just comment(s) added at the end of the function
12	Just comment(s) added about implementation
2	Deleted comment
12	Removed a comment in the method description
12	Added mostly a lot of comments at the end of the function
2	Pointless comment added not needed anymore
2	Added meaningless comments for better readability
12	Added a comment which says nothing at the start of the function
12	Inserted comments for better readability
2	Modified a comment (add/remove/edit) to be more explicit
12	Modified a comment (add/remove/edit) at the start of the function
12	Added a comment which says nothing at the start of the function
12	Add comment block at the start of the function
2	Adjusted comments for clarity about scaling
2	Added mostly a lot of comments stating the obvious
2	Added meaningless comments for clarification
12	Pointless comment added in the method description
12	Injected comments stating the obvious
2	Changed comment wording which was unnecessary
2	No functional difference (deleted comment) for better readability
2	Changed comment wording which says nothing
2	Changed comment wording about scaling
12	Inserted comments
12	No functional difference (deleted comment) at the start of the function
2	Added meaningless comments which says nothing
